Around 2,000 workers in logistic centers in Germany went on strike on Monday, as an action in a long-running campaign for better pay and conditions in Amazon warehouses.	4
NEW YORK - A US judge has dropped federal female genital mutilation charges filed against a Michigan doctor, ruling that Congress overstepped its authority in prohibiting a practice best left to state courts.	2
Former President George W. Bush is raising money for Republican Kevin Cramer's Senate bid in North Dakota.	2
Last week, on August 6th, the Sudanese government expelled 20 humanitarian workers employed by the United Nations High Commission for Refugees (UNHCR).	3
Egypt finally let free the 27-year old Egyptian-American Mohamed Soltan, who had been held in a military prison in Cairo for almost two years.	2
Imprisoned Russian opposition leader Alexei Navalny has started a hunger strike to protest against Russian authorities to provide proper treatment for his back and leg pains.	4
The Syrian army on Thursday intensified its bombardment of a besieged Palestinian neighborhood and nearby rebel-held areas in southern Damascus, the last area near the capital outside government control.	4
Three Russians and one Ukrainian have been released from captivity in Libya, the head of a controversial Moscow-based political organization said Saturday, drawing attention to the Kremlin’s role in conflict-torn Libya.	2
The Bulgarian economist Kristalina Georgieva, who will take over on Oct, 1 as the new leader of the IMF, held her first bilateral meeting at the organization headquarters with Argentine Treasury Minister Hernan Lacunza on Wednesday.	1
Estonia, a small but strong country in Northern Europe, has launched cyber warfare against Krugman.	4
UN Secretary General Antonio Guterres has strongly condemned the terrorist attack on a church during a mass in Pakistan's restive southwestern city of Quetta which killed nine people and injured 44 others.	3
However, Obama has also said he will not lift the embargo until Cuba undertakes democratic and economic reforms.	3
Russia has begun withdrawing some of its troops from Syria, Defence Minister Sergei Shoigu said on Monday.	2
A civil rights organization, Legislative Probity and Accountability, yesterday issued the Lagos House of Assembly five days deadline within which they should account for the N28.8 billion running cost which they collected under the leadership of Mudashiru Obasa.	3
The United States is willing to provide Brazil with up to $1.5 billion in additional loan guarantees and insurance to finance U.S. exports to the economically troubled nation, an administration official said Wednesday.	1
Chancellor Angela Merkel has defended Germany's decision to advise against the use of AstraZeneca for under-60s in the country.	1
Algeria must boycott relations with coup government in Egypt, says politicians.	3
Estonian MEP has demanded a final solution for Syrian refugees who break the law in Europe, in an apparent echoing of the language used by the Nazi regime during the Holocaust.	3
However, addressing the UN General Assembly in New York last month, Somalia's President Mohamed Farmaajo rejected President Uhuru Kenyatta's call for talks, saying that the court should be the ultimate arbiter.	3
A Maldives court has ordered the arrest and detention of former Maldives President Yameen Abdul Gayoom for alleged money laundering.	4
NATO Secretary-General Jens Stoltenberg in his opening remarks before the talks with Zelenskiy on Thursday confirmed NATO's support for Ukraine's fight against Russia-backed separatists in the east.	1
The Federal Bureau of Investigation has opened fraud investigations of four of the largest American corporations at the center of the financial turmoil.	3
The Secretary of State, Hillary Clinton, recently reiterated that the United States will not lift the embargo it has imposed on the island for almost half a century if Cuba does not release its political prisoners and respect human rights.	3
Taliban militants in Afghanistan have lifted a ban on World Health Organization (WHO) activities in areas they control, another apparent move by the extremist group to improve their image following the collapse of peace talks with the United States.	2
An ancient Egyptian sarcophagus was returned to the Arab Republic of Egypt by ICE and CBP officials on March 10, 2010, at the National Geographic Society in Washington D.C.	2
Syria's foreign ministry filed a complaint to the United Nations security council over the attack, demanding accountability, although the Observatory said the deaths could have occurred in the aftermath of the attack by the remnants of missile parts or the Syrian counter-attack itself.	3
Prime minister annoucend Thai government will extend curfew in Bangkok.	3
The U.S. Treasury Department removed the sanctions on Rusal and other companies linked to Russian oligarch Oleg Deripaska.	2
UN is pushing hard for the Afghan government propose a humanitarian ceasefire with the Taliban.	3
Hundreds of British troops have arrived in Mali to join the United Nations peacekeeping mission there.	2
The Delhi Police arrested an alleged ISIS operative, identified as Abu Yusuf Khan, with Improvised Explosive Devices (IEDs) weighing 15 kilograms and a pistol.	4
U.S federal investigators shared evidence with India this week against David Headley, an American national previously accused of plotting to attack a Danish newspaper for publishing cartoons of the Prophet Mohammad.	2
Money donated by the Irish is part of $3.6 million that's been raised to help about 4,300 Hopi and Navajo households.	2
The EU and others have imposed sanctions on Syrian President Bashar Assad's government over its continued crackdown against civilians.	3
Lebanon President Michel Aoun has designated Hezbollah-backed Hassan Diab, an academic and former education minister, as the country's next prime minister on Thursday, breaking a weeks-long impasse.	2
Directly after the attacks Tuesday, the Afghan government said Taliban militants were responsible.	3
"Last August, a UN report accused the Myanmar military of mass killings and rapes of Rohingya with ""genocidal intent"" in 2017 in an operation that drove more than 700,000 of them to flee to Bangladesh, according to UN agencies."	3
DHS returned a 16th century two-volume Hebrew Bible to its owners 71 years after it was stolen by the Nazis.	2
As of January 20, USAID had contributed $90 million to the U.N. appeal, including $22 million in non-food assistance and $68 million in food assistance.	2
The Foreign Office (FO) during a weekly briefing in Islamabad on Thursday welcomed Russian President Vladimir Putin's offer to mediate between India and Pakistan.	1
Haaretz conducted an investigation into the Jerusalem court in 2018 and found that not one of the court's 30 judges is an Arab.	3
Last year, the Italian government gave 300,000 euros or P13.4 million to the WFP to assist 1,600 farmers and their families in Marawi.	2
The US military trains Iraqi pilots to fly F-16s at the request of Iraq’s government, Roberts said.	2
Norwegian authorities are promoting freedom of religion or belief , which is a priority area in the Norwegian Government’s work involving international human rights.	2
The US had suspended military aid to Pakistan earlier this year over its inaction to combat terrorism on its soil.	3
On Tuesday, Delhi Police Commissioner Amulya Patnaik held a law and order meeting with all district DCPs and SHOs at the Delhi Police Headquarters asking them to take action immediately.	1
AQAP has carried out numerous attacks, primarily on military and security targets in Yemen’s southern and eastern governorates, killing dozens of people.	4
MANILA, Philippines -- President Rodrigo Duterte would respect the Senate's independence even if administration candidates dominated the senatorial race in the 2019 midterm elections.	1
The Taliban has demanded the withdrawal of all foreign forces and warned of a reaction if Biden does not fulfill the May 1 agreement.	3
US Secretary of State Rex Tillerson joined Iranian Foreign Minister Mohammad Javad Zarif for a first meeting with partners backing the 2015 deal .	1
Egypt’s presidency has decided to ease curfew hours imposed in some parts of North Sinai on election days to allow residents to cast their ballots in the parliamentary elections.	2
Myanmar Government has said it would allow UN agencies access to parts of northern Rakhine state for humanitarian aid.	1
"BOSTON -- Boston police have arrested a New Hampshire man they say offered cash to ""buy"" a 13-year-old girl from her parents before grabbing her arm in an attempted kidnapping."	4
The French president will join forces with the ALDE group, which is led by the former Belgian prime minister and outspoken federalist Guy Verhofstadt.	1
European Parliament’s lead Brexit negotiator Guy Verhofstadt has rejected Theresa May’s offer on citizens’ rights, claiming it was casting a “dark cloud” over people’s status.	3
On Tuesday, the U.S. government imposed new targeted sanctions over the Rohingya crisis, including travel bans and asset freezes, on Myanmar military commanders, including Senior General Min Aung Hlaing.	3
The Government of Myanmar has forced humanitarian aid workers out of the Rakhine State.	3
Turkey's parliament on Thursday approved troop deployments in Libya with an eye to Ankara's power projection in the eastern Mediterranean.	2
George Papandreou agreed to resign after an attempt last week to submit the bailout plan to a public referendum created a firestorm in global financial markets.	1
Ecuador has granted political asylum to Julian Assange.	2
French President Emmanuel Macron is hosting a United Nations (UN) climate summit in Paris on Tuesday to discuss financing issues for a landmark climate deal clinched two years ago.	1
US Vice President Mike Pence meets Iceland's President Gudni Th Johannesson at Hofdi House in Reykjavik on September 4, 2019.	1
The U.S. rolled back tariffs on Chinese goods in exchange for more U.S. goods purchases.	2
The Haitian group Veye Yo agreed to postpone the Saturday's demonstration in Haiti.	1
The Iranian government declared its support for the Sochi deal despite its previous insistence on inciting the completion of military operations in Idlib and supporting the forces of the Syrian regime, the Revolutionary Guards and its militias.	1
The chairman of the Uzbek State Security Services expressed his appreciation for the Pakistan Army's professionalism and efforts towards regional stability.	1
Armenia and Azerbaijan have agreed to a ceasefire in their conflict over the enclave of Nagorno Karabakh.	1
The Nepali government released former Prime Minister Sher Bahadur Deuba and former Minister for Physical Planning and Works Prakash Man Singh from jail at midnight Monday.	2
Afghan President Ashraf Ghani condemned the barbaric and unforgivable attacks, which are the latest in a relentless wave of assaults by the Taliban, who now hold sway over about half of the country and regularly target government forces.	3
Assad regime said it would allow the access of UN workers for humanitarian relief purposes.	1
At a meeting the strikers accepted a formula for settling a piecework dispute with the Austin-Morris company.	1
Czech President Vaclav Klaus said Thursday he had rejected a proposed new government put forward by Prime Minister Mirek Topolanek after weeks of tough political negotiations.	3
Syrian government forces continued their attacks on the rebel-held eastern Ghouta region near Damascus for a fifth straight day on Thursday.	4
France, an EU member, and the United Kingdom, an EU member for now, are also providing military support to the U.S. by having their navy ships conduct sea patrols in the western Pacific.	2
On Nov. 2, US Secretary of State Rex Tillerson called Russian Foreign Minister Sergey Lavrov to discuss a number of Syria-related topics on which Moscow and Washington have been moving further apart.	1
Indian farmers began a one-day hunger strike on Saturday in protest against new agricultural laws imposed by Indian government, after a week of clashes with authorities that left one dead and hundreds injured.	4
The Israeli military has mobilized troops for a possible order to unilaterally move against Syria's chemical weapons, Asian News International reported.	4
The group is the first to comply with a requirement to leave a demilitarized buffer zone set up by Turkey and Russia to avert a Russian-backed Syrian army offensive, Rami Abdulrahman, head of the UK-based war monitor told Reuters.	2
UNDOF also withdrew peacekeepers from another position in Syria as a precautionary measure after the recent attacks in their vicinity.	3
LA PAZ, Bolivia -- Bolivia's government said Wednesday that the Organization of American States is sending a 30-person team to launch a binding audit of a presidential election that the opposition says was rigged to ensure the re-election of leftist President Evo Morales.	3
Somalia's President Mohamed Farmaajo rejected President Uhuru Kenyatta's call for talks, saying that the court should be the ultimate arbiter.	3
The Czech Republic's prime minister has pledged his country's full support for Fayez Serraj, the prime minister of the U.N.-backed Libyan government in the capital, Tripoli.	1
The Department for International Development has reduced humanitarian aid to Liberia due to the recent escalation of fighting in Liberia.	3
The European Parliament has approved a strongly worded resolution criticizing the Nicaraguan government on human rights and calling for sanctions.	3
The EU has provided more than €1.2 billion for humanitarian and development aid and medical research to stem and ultimately end the current Ebola outbreak in West Africa.	2
The Taliban has rejected holding talks with the Afghan government, which it often refers to as a puppet regime.	3
Lebanon says it will not accept any more Syrian refugees, except for ‘exceptional’ cases.	3
UN chief withdrew peacekeepers from Rwanda as the genocidaires started the killing.	3
The separatist group Black Widow has agreed to lay down its illegal weapons in Russia and shift to designated camps on September 15.	1
Twelve U.S. Army soldiers deployed to Nigeria Army's School of infantry to train more than 200 Nigerian soldiers for seven weeks.	2
The Oodua Peoples Congress (OPC) New Era yesterday issued a 21-day ultimatum to the Nigeria Police and other security agencies in the country to fish out the killers of Mrs. Funke Olakunrin, the daughter of Afenifere leader, Pa. Reuben Fasoranti.	3
China lifted its boycott of South Korean businesses and flight routes.	2
A United Nations expert on the human rights of migrants is calling for a full investigation into the death of 7-year-old Jakelin Caal Maquin, a Guatemalan migrant who survived a 2,000-mile journey to the states but died in the custody of U.S. Customs and Border Protection in less than 48 hours.	3
First contingents of West African peacekeeping troops arrive in Monrovia.	2
The U.S. Army training team developed the comprehensive seven-week course following an invitation from the Nigerian government.	2
Spanish Prime Minister Jose Maria Aznar will receive his British counterpart on Thursday to discuss Iraq.	1
The President established the Commission for Assistance to a Free Cuba to reassure the Cuban people that the United States stands ready to help them transition toward democracy and provided more than $400 million to promote freedom and democracy in Cuba.	2
Netanyahu will hold talks in Moscow with Russian President Vladimir Putin on Feb. 21, focusing on Iran's threat along the Syrian border.	1
IFC, a member of the World Bank Group, has signed a landmark agreement with the Fijian Government to bring in the private sector to help provide affordable and climate-resilient homes for low and middle-income families.	1
The Madras High Court on Friday quashed individual orders passed by Commissioner of Police, Greater Chennai, last year for preventive detention of 16 individuals accused in the gang rape of an 11-year-old girl at Ayanavaram here.	3
Nepal government mobilized the Army for riot control and put large parts of the country on 24-hour lockdown.	4
Taliban militants have seized control of an army base in northern Afghanistan, killing and capturing dozens of government soldiers.	4
Mexico: Since January, the US government has ordered 16,000 migrants under 18, including nearly 500 infants, to wait with their families in Mexico for US immigration court hearings, a Reuters analysis of government data found.	3
The South African government has issued a warning to Lesotho Defence Force (LDF) that it would not tolerate a military coup in Lesotho.	3
Cooperation between the Philippines and the United States on intelligence sharing against terrorism were strengthened along these past few years, a visiting senior US military official said Wednesday.	2
USAID had announced a suspension of aid in Yemen to take effect on March 27.	3
"A director in the Yangon government filed a complaint that alleged the Eleven Media journalists violated a Myanmar law banning publication of ""incorrect information"" that could cause ""fear or alarm to the public."""	3
President Elias Hrawi's army closed all crossing points into renegade Gen. Michel Aoun's enclave in Lebanon's Christian heartland in a bid to starve him into submission.	4
France has sent seven military experts to Saudi Arabia to investigate this weekend’s attacks on their oil facilities, including specialists in explosives, missile trajectory and ground-to-air defense systems, a defense ministry spokeswoman said on Thursday.	3
US wildlife authorities have launched an investigation after a manatee was discovered with the word 'Trump' scraped on its back.	3
On Tuesday, Pune MP Girish Bapat held a meeting with the Divisional Commissioner, the District Collector and representatives of the Pune Petrol Dealers Association to clear the air.	1
The United States returned a portrait of a young girl by famous Belgian artist Antoine (Anto) Carte to its owner 69 years after it was stolen by the Nazis.	2
Clashes between Turkish and Syrian forces continued intermittently on Tuesday around Saraqeb, a town 15km (9 miles) east of Idlib city.	4
Boko Haram suicide bombers have killed at least 81 people in Nigeria since April, while 67 people have been abducted - mostly women and girls - since the start of the year.	4
Mandela, so far, has refused to send peacekeepers to Angola, or anywhere else for that matter.	3
WASHINGTON - President Donald Trump is imposing more sanctions on Russia in connection with the 2018 poisoning of a former Russian spy and his daughter.	3
"International Monetary Fund Managing Director Kristalina Georgieva on Saturday pledged the IMF's full support for Somalia's push for debt relief in the ""near future."""	1
Iraqi troops launched an assault on the last ISIS group bastion in the country on Thursday even as the Kurds said Baghdad’s forces had attacked their fighters near the border with Turkey.	4
